"Convenio","Libro","Titulo","Tituloconveniocorto","Objeto","Consejeria","Organismojunta","Descripcioncompetencia","Modofinanciacion","Cantidadjunta","Importetotal","Actividadescomprometidasjunta","Finicial","Ffinal","Prorrogable","Condicionesvigencia","Ffirma","Lugarfirma","FpublicacionDOE","FpublicacionBOE"
"20210712","Corporaciones Locales","","ADEND DIPUTAC BADAJOZ Y LLERENA EXPERIMENTA 2022","Prorrogar la vigencia del convenio de colaboración suscrito el 17 de abril de 2019, entre la Consejería de Educación y Empleo de la Junta de Extremadura, la Diputación Provincial de Badajoz y el Ayuntamiento de Llerena referente al centro ?Experimenta? de dicha localidad, hasta el 31 de diciembre de 2022.","Educación y Empleo","","","",".0000",".0000","","2021-12-03","2022-12-31","1","","2021-12-03","Mérida","2021-01-07",""
"20210720","Entidades Públicas, españolas o extranjeras","","FP DUAL CICYTEX PRODUCCIÓN AGROECOLÓGICA ADENDA","Que el IES Castillo de Luna de Alburquerque tiene la necesidad de realizar una selección del alumnado matriculado en el ciclo formativo de Producción Agroecológica para incorporarlo a las prácticas en la Asociación Centro de Investigaciones Científicas y Tecnológicas de Extremadura, ofreciendo la posibilidad de hacer partícipe al mismo en el proceso de selección, como consecuencia del cambio de modalidad dual completa a mixta, donde no necesariamente todo el alumnado matriculado alterna su formación en la empresa. Modificar la cláusula DECIMOTERCERA que pasa a tener la siguiente redacción: La selección del alumnado responde a las siguientes exigencias: ?Criterios académicos generales de acceso a enseñanzas de formación profesional del sistema educativo. ?Realización de pruebas teórico/prácticas en los siguientes módulos/ámbitos: El desarrollo de estas pruebas podrá ser con la siguiente metodología: ?De desarrollo. ? Tipo test. ?Entrevista personal por la empresa colaboradora y/o centro educativo. ?Test psicotécnicos por la empresa colaboradora y/o centro educativo. ?Reconocimiento médico. ?Otros (especificar): calificaciones, asistencia a clase, actitud, esfuerzo y motivación del alumnado, consideraciones a tener en cuenta para determinar su incorporación o no a la empresa o centro de trabajo.","Educación y Empleo","CICYTEX","","",".0000",".0000","","2021-12-14","2025-12-14","0","","2021-12-14","Mérida","2022-01-11",""
"20210730","Entidades Públicas, españolas o extranjeras","","SES Y FUNDESALUD ENSAYOS CLÍNICOS FARMACIA HOSPITA","El objeto de la presente Adenda es la prórroga del convenio de colaboración suscrito el 16 de abril de 2019 para continuar la ejecución del proyecto de gestión de ensayos clínicos y prescripción electrónica asistida en el Servicio de Farmacia Hospitalaria del Hospital Universitario de Badajoz que viene desarrollando la Dra. Raquel Medina Comas, farmacéutica del Servicio de Farmacia Hospitalaria del Complejo Hospitalario Universitario de Badajoz (CHUB) y que, esencialmente, tiene como finalidad la intensificación del 100% de la jornada para poder llevar a cabo el desarrollo de los estudios objeto del convenio inicial.","Sanidad y Políticas Sociales","","","El presupuesto para esta Adenda se cifra en 66.444,01 euros, que serán aportados y gestionados por FUNDESALUD con el objetivo de que el SES destine tal aportación a sufragar los gastos que origine la contratación y retribución de un especialista que desarrolle temporalmente la labor asistencial que habitualmente viene realizando en el SES la Dra. Raquel Medina Comas, de tal forma que el servicio no se vea afectado por la intensificación del investigador. El abono de estos fondos al SES se realizará de la siguiente forma: ? Un pago único de 66.444,01 euros, que se abonará al SES a la firma de la presente Adenda, destinado al desarrollo del proyecto durante el periodo que abarca desde el 1 de enero de 2022 al 31 de diciembre de 2022.",".0000",".0000","","2022-01-01","2022-12-31","1","La presente Adenda producirá efectos desde el día 1 de enero de 2022 hasta el 31 de diciembre de 2022.","2021-12-20","Mérida","2022-01-20",""
"20210740","Administración del Estado","Ministerio de Industria, Comercio y Turismo","EOI, FSP Y SES PROGRAMA PROYECTO MILLENIALS ADENDA","Ambas partes han acordado modificar la vigencia del Convenio de colaboración contenida en la CLAUSULA 13ª ?VIGENCIA, MODIFICACIÓN Y EXTINCIÓN?, ampliando la misma hasta el 31 de julio de 2023.","Educación y Empleo","","","",".0000",".0000","","2021-12-16","2023-07-31","1","la vigencia del Convenio de colaboración contenida en la CLAUSULA 13ª ?VIGENCIA, MODIFICACIÓN Y EXTINCIÓN?, ampliando la misma hasta el 31 de julio de 2023.","2021-12-16","Mérida","2022-02-02",""
"20210745","Administración del Estado","Ministerio de Industria, Comercio y Turismo","EOI SEXPE EMPRENDIMIENTO JÓVENES DESEMPLEADOS ADEN","Ambas partes han acordado modificar la vigencia del Convenio de colaboración contenida en la CLAUSULA 11ª ?VIGENCIA, MODIFICACIÓN Y EXTINCIÓN?, ampliando la misma hasta el 31 de julio de 2023.","Educación y Empleo","SERVICIO EXTREMEÑO PÚBLICO DE EMPLEO (SEXPE)","","",".0000",".0000","","2021-12-16","2023-07-31","1","Ambas partes han acordado modificar la vigencia del Convenio de colaboración contenida en la CLAUSULA 11ª ?VIGENCIA, MODIFICACIÓN Y EXTINCIÓN?, ampliando la misma hasta el 31 de julio de 2023. El resto de las cláusulas suscritas en el Convenio de Colaboración firmado el 15 de octubre de 2020 quedan vigentes e inalterables durante la presente adenda.","2021-12-16","Mérida","2022-02-03",""
"20210746","Administración del Estado","Ministerio de Industria, Comercio y Turismo","EOI Y SEXPE MEJORA COMPETITIVIDAD PYMES ADENDA","Ambas partes han acordado modificar la vigencia del Convenio de colaboración contenida en la CLAUSULA 11ª ?VIGENCIA, MODIFICACIÓN Y EXTINCIÓN?, ampliando la misma hasta el 31 de julio de 2023.","Educación y Empleo","SERVICIO EXTREMEÑO PÚBLICO DE EMPLEO (SEXPE)","","",".0000",".0000","","2021-12-16","2023-07-31","1","Ambas partes han acordado modificar la vigencia del Convenio de colaboración contenida en la CLAUSULA 11ª ?VIGENCIA, MODIFICACIÓN Y EXTINCIÓN?, ampliando la misma hasta el 31 de julio de 2023. El resto de las cláusulas suscritas en el Convenio firmado el 15 de octubre de 2020, quedan vigentes e inalterables durante la presente adenda.","2021-12-16","Mérida","2022-02-09",""
"20210747","Entidades Públicas, españolas o extranjeras","","UEX GENERACIÓN CONOCIMIENTO TURÍSTICO ADENDA","Se modifica el apartado 2, letra d), de la cláusula tercera del convenio, relativa a las obligaciones de las partes, la cual pasa a tener la siguiente redacción: ?d) Análisis de la información obtenida para la generación de conocimiento científico sobre el mercado turístico de Extremadura, mediante la elaboración de los informes que se relacionan a continuación y, en los plazos de entrega establecidos: INFORMES PARA EL CONOCIMIENTO DEL MERCADO TURÍSTICO Tipología Número de informes Plazos de entrega Informes mensuales de la demanda turística de Extremadura por territorios 2022 12 Máximo 5 días hábiles desde que la Dirección General de Turismo ponga a disposición de la Universidad de Extremadura los microdatos de aquélla, a su vez recibidos del INE, a través del IEEX Memoria turística de Extremadura por territorios 2022 e informe sobre Gobernanza Turística Sostenible 1 Como máximo 20 días hábiles, desde que la Dirección General de Turismo ponga a disposición de la Universidad de Extremadura los microdatos de aquélla, a su vez recibidos del INE, a través del IEEX Informes de previsión de ocupación turística hotelera y extrahotelera en puentes laborales 7 Mínimo 2 días naturales antes del inicio de cada puente laboral, cuyas fechas concretas serán establecidas por la Dirección General de Turismo Estudio sobre el turismo urbano en ciudades de Extremadura (Badajoz y Plasencia) 1 Noviembre de 2022 Estudio sobre el sector turístico del ?Corredor Ambiental Unesco? de Reserva de Biosfera de Extremadura?, con especial referencia a la relación entre gobernanza y oferta/demanda turística. 1 Noviembre de 2022 Análisis del sector turístico en Extremadura desde la perspectiva de género 1 Noviembre de 2022 Dos.- En el apartado 2 de la cláusula tercera se adicionan dos nuevas letras, la e) y la f), con el siguiente contenido: ""e) Realización de Jornada Regional de Transferencia del Conocimiento Turístico y Sesiones Territoriales de Transferencia del Conocimiento Turístico (en 4 sedes). Los programas, fechas y sedes de estas jornadas se determinarán en la Comisión de Seguimiento. f) Publicación de los informes elaborados sobre digitalización, turismo rural, turismo urbano y de la oferta y demanda turísticas. Los formatos y fechas de publicación se determinarán en la Comisión de Seguimiento."" Tres.- Se modifica el párrafo final del apartado 2 de la cláusula tercera, la cual queda redactada como sigue: ""En lo que respecta al Informe mensual de la demanda turística de Extremadura por territorios 2022 correspondiente al mes de diciembre de 2022, así como a la Memoria turística de Extremadura por territorios 2022, dado que la información estadística necesaria para su elaboración no estará disponible hasta enero de 2023, dichos informes se podrán entregar dentro del primer trimestre de 2023 y, como máximo, dentro de los 20 días hábiles, desde que la Dirección General de Turismo ponga a disposición de la Universidad de Extremadura los datos de aquélla, a su vez recibidos del INE, a través del IEEX."" Cuatro.- Se modifica la cláusula quinta del convenio, relativa a la aportación y justificación económica, la cual queda redactada como sigue: ""La Consejería de Cultura, Turismo y Deportes aportará para la ejecución del presente convenio la cantidad de setenta y tres mil euros (73.000,00 ?), conforme al presupuesto de ejecución del proyecto de investigación y la justificación de los costes presupuestados, contenidos en los Anexo I y II a este Convenio, que se abonarán a la Universidad de Extremadura con cargo a los Presupuestos Generales de la Comunidad Autónoma para 2022, de acuerdo con el código de proyecto y la aplicación presupuestaria que se relacionan seguidamente: Anualidad Centro gestor Aplicación presupuestaria Fondos Código de proyecto Importe ? 2022 150060000 G/342A/641.00 CAG0000001 20180287 73.000,00 En todo caso, la presente adenda queda sometida a la condición suspensiva de existencia de crédito adecuado y suficiente en los Presupuestos Generales de la Comunidad Autónoma para el ejercicio 2022. El abono de las cantidades convenidas se realizará una vez recibidas las certificaciones parciales trimestrales, conformadas y recepcionados los trabajos por la Dirección técnica prevista en la cláusula sexta. Se incluirán con las certificaciones, las facturas pagadas o documentos contables de valor probatorio equivalente, correspondientes a los trabajos ejecutados en ese período de tiempo. Los gastos y pagos deberán haberse realizado dentro del ejercicio presupuestario de 2022. Los abonos a la Universidad de Extremadura se realizarán mediante transferencia bancaria a la cuenta IBAN ES39-0049-6744-4522-1616-3524 a nombre de la Universidad de Extremadura. La certificación correspondiente al último trimestre se presentará antes del 20 de diciembre de 2022. A la finalización de los trabajos de investigación se elaborará una memoria técnica de evaluación. El contenido y apartados de la misma serán consensuados por ambas entidades en la Comisión de Seguimiento, atendiendo a las directrices de la Dirección General de Turismo. Dicha memoria deberá adjuntarse en formato papel, encuadernada, y, también, en formato digital (.doc y .pdf), en la que se reflejará el balance del conjunto de las actuaciones desarrolladas, así como una evaluación de los estudios y análisis llevados a efecto."" Cinco.- Se sustituye el Anexo del Convenio relativo al ?Presupuesto Ejecución Actuaciones Convenio UEX 2021 Distribución por Actividad?, por los Anexos I y II cuya redacción se incorpora al final de la presente Adenda. Segunda. Prórroga. Para posibilitar la ejecución de las modificaciones introducidas por la cláusula primera de la presente adenda, las partes firmantes acuerdan prorrogar la vigencia del convenio desde el 1 de enero hasta el 31 de diciembre de 2022, previa inscripción de la presente adenda en el Registro General de Convenios de la Administración de la Comunidad Autónoma de Extremadura, de conformidad con lo previsto en el artículo 8 del Decreto 217/2013, de 19 de noviembre.","Consejería de Cultura, Turismo y Deportes","","","",".0000",".0000","","2022-01-01","2022-12-31","1","Para posibilitar la ejecución de las modificaciones introducidas por la cláusula primera de la presente adenda, las partes firmantes acuerdan prorrogar la vigencia del convenio desde el 1 de enero hasta el 31 de diciembre de 2022, previa inscripción de la presente adenda en el Registro General de Convenios de la Administración de la Comunidad Autónoma de Extremadura, de conformidad con lo previsto en el artículo 8 del Decreto 217/2013, de 19 de noviembre.","2021-12-30","Mérida","2021-02-09",""
"20210749","Entidades privadas españolas o extranjeras","","CAIXA PREMIOS EMPRENDEDOR XXI","II. Que el convenio tenía una vigencia de un año pudiendo ser renovado anualmente previo acuerdo expreso de las partes, el cual se renovó el pasado 16 de enero de 2020 y 27 de noviembre de 2020. III. Que es voluntad de las partes continuar colaborando en la organización de la 15ª edición de los Premios EmprendedorXXI, de acuerdo con las bases adjuntas al presente acuerdo, renovando la vigencia del citado convenio para dicha edición, sin perjuicio de que se pueda prorrogar de nuevo de mutuo acuerdo por las partes. IV. Que es voluntad de las partes renovar el presente convenio. En consecuencia, expuesto cuanto antecede, las partes de común acuerdo, libre y espontáneamente, convienen en suscribir la presente renovación del convenio.","Economía e Infraestructuras","","","",".0000",".0000","","2021-11-15","2022-11-15","1","III. Que es voluntad de las partes continuar colaborando en la organización de la 15ª edición de los Premios EmprendedorXXI, de acuerdo con las bases adjuntas al presente acuerdo, renovando la vigencia del citado convenio para dicha edición, sin perjuicio de que se pueda prorrogar de nuevo de mutuo acuerdo por las partes.","2021-11-15","Mérida","2022-02-18",""
"20200267","Entidades privadas españolas o extranjeras","","2021 GABRIEL GUERRERO MARTÍN JEAV-013 PRÓRROGA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 28 de febrero de 2020, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2021-12-30","Mérida","2021-05-16",""
"20200268","Entidades privadas españolas o extranjeras","","2021 ALSA-MIRAT JEV-009 PRÓRROGA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 26 de mayo de 2020, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2022-05-13",""
"20200270","Entidades privadas españolas o extranjeras","","2021 DAMAS EXTREMADURA JEV-021 PRÓRROGA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 17 de enero de 2020, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2021-12-30","Mérida","2021-05-16",""
"20200271","Entidades privadas españolas o extranjeras","","2021 AUTO RES VAC-051 PRÓRROGA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2021-05-16",""
"20200272","Entidades privadas españolas o extranjeras","","2021 BADAJOZ SEVILLA BUS VAC-241 Adenda","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del Convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","0","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio","2022-12-30","Mérida","2022-05-23",""
"20200273","Entidades privadas españolas o extranjeras","","2021 CEVESA VAC-222 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio","2020-12-30","Mérida","2022-05-23",""
"20200274","Entidades privadas españolas o extranjeras","","2021 GRUPO ENATCAR VAC-161 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio","2020-12-30","Mérida","2022-05-20",""
"20200275","Entidades privadas españolas o extranjeras","","2021 INTERBUS VAC-236 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2022-05-19",""
"20200276","Entidades privadas españolas o extranjeras","","2021 LLORENTE BUS VAC-217 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2022-05-19",""
"20200277","Entidades privadas españolas o extranjeras","","2021 MARTIN GALLEGO VACL-054 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2022-05-19",""
"20200278","Entidades privadas españolas o extranjeras","","2021 MARTIN GALLEGO VACL-055 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2022-05-20",""
"20200279","Entidades privadas españolas o extranjeras","","2021 LA VELOZ VAC-087 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios.","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2022-05-20",""
"20200280","Entidades privadas españolas o extranjeras","","2021 LA VELOZ VAC-224 ADENDA","Prorrogar, desde el día 1 de enero de 2021 hasta el día 31 de diciembre de 2021, la eficacia del convenio suscrito con fecha 20 de diciembre de 2019, condicionando su vigencia a la titularidad de los servicios","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2021-01-01","2021-12-31","1","Someter el presente Acuerdo de prórroga a la condición suspensiva de aprobación, para el año 2021, de la convocatoria de las subvenciones destinadas al fomento de la movilidad, objeto del Decreto 83/2017, de 13 de junio.","2020-12-30","Mérida","2022-05-20",""
"20210831","Corporaciones Locales","","016 Las Villuercas ALIA SERVICIOS SOCIALES PRÓRROG","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 9 de marzo de 2021.","Sanidad y Servicios Sociales","","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de ciento cuatro mil seiscientos cincuenta y cuatro euros con diecinueve céntimos ( 104.654,19 ? ) , para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de ciento tres mil seiscientos siete euros con sesenta y cinco céntimos ( 103.607,65 ? ), correspondiente al 99% de la financiación de la misma, y los Ayuntamientos la cantidad de mil cuarenta y seis euros con cincuenta y cuatro céntimos (1.046,54 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo I de la presente prórroga y en la parte proporcional que le corresponda a cada uno de ellos conforme al anexo II de la presente prórroga. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2022, aplicación presupuestaria 110030000/G/252B/46000/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","103607.6500","1046.5400","","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 9 de marzo de 2021 La presente prórroga queda sometida a la condición suspensiva de existencia de crédito adecuado y suficiente en los correspondientes presupuestos para el año 2022 para financiar las obligaciones derivadas de la misma.","2021-12-30","Mérida","2022-07-20",""
"20210832","Corporaciones Locales","","009 Campanario CORONADA SERVICIOS SOCIALES PRÓRROG","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos de Campanario, La Coronada, La Haba y Magacela en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 23 de marzo de 2021.","Sanidad y Servicios Sociales","","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de ciento cuatro mil trescientos ochenta y cuatro euros con diecinueve céntimos ( 104.384,19 ?) , para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de ciento tres mil trescientos cuarenta euros con treinta y cinco céntimos ( 103.340,35 ? ), correspondiente al 99% de la financiación de la misma, y los Ayuntamientos la cantidad de mil cuarenta y tres euros con ochenta y cuatro céntimos(1.043,84 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo I de la presente prórroga y en la parte proporcional que le corresponda a cada uno de ellos conforme al anexo II de la presente prórroga. Tercera. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2022, aplicación presupuestaria 110030000/G/252B/46000/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma. La aportación económica de los Ayuntamientos para la financiación de la prórroga se financiará con cargo a sus Presupuestos municipales para el año 2022.","103340.3500","1043.8400","","2022-01-01","2022-12-31","1","La presente prórroga queda sometida a la condición suspensiva de existencia de crédito adecuado y suficiente en los correspondientes presupuestos para el año 2022 para financiar las obligaciones derivadas de la misma.","2021-12-30","Mérida","2022-06-17",""
"20210833","Corporaciones Locales","","007 Los Ibores CASTAÑAR SERVICIOS SOCIALES PRÓRROG","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos de Castañar de Ibor, Navalvillar de Ibor y Robledollano en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 13 de mayo de 2021.","Sanidad y Servicios Sociales","","","","34357.6800","347.0500","","2022-01-01","2022-12-31","1","","2021-12-30","Mérida","2022-06-17",""
"20210834","Corporaciones Locales","","Coria Cilleros Servicios Sociales 2021 Prórrog","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos de Coria y Cilleros en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 18 de enero de 2021.","Sanidad y Servicios Sociales","","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de ciento setenta y tres mil setenta y tres euros con sesenta y cinco céntimos ( 173.073,65 ? ) , para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de ciento setenta y un mil trescientos cuarenta y dos euros con noventa y un céntimos ( 171.342,91 ? ), correspondiente al 99% de la financiación de la misma, y los Ayuntamientos la cantidad de mil setecientos treinta euros con setenta y cuatro céntimos (1.730,74 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo I de la presente prórroga y en la parte proporcional que le corresponda a cada uno de ellos conforme al anexo II de la presente prórroga.","171342.9100","1730.7400","","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos de Coria y Cilleros en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 18 de enero de 2021. La presente prórroga queda sometida a la condición suspensiva de existencia de crédito adecuado y suficiente en los correspondientes presupuestos para el año 2022 para financiar las obligaciones derivadas de la misma.","2021-12-30","Mérida","2022-06-20",""
"20210835","Corporaciones Locales","","006 Fuente Cantos BIENVENIDA CALZADILLA SERV SOC P","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos de Fuente de Cantos, Bienvenida y Calzadilla de los Barros en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 18 de enero de 2021.","Sanidad y Servicios Sociales","","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de ciento cuatro mil ciento catorce euros con diecinueve céntimos ( 104.114,19 ? ) , para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de ciento tres mil setenta y tres euros con cinco céntimos ( 103.073,05 ? ), correspondiente al 99% de la financiación de la misma, y los Ayuntamientos la cantidad de mil cuarenta y un euros con catorce céntimos (1.041,14 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo I de la presente prórroga y en la parte proporcional que le corresponda a cada uno de ellos conforme al anexo II de la presente prórroga.","103073.0500","1041.1400","","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero del 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y los Ayuntamientos de Fuente de Cantos, Bienvenida y Calzadilla de los Barros en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 18 de enero de 2021. La presente prórroga queda sometida a la condición suspensiva de existencia de crédito adecuado y suficiente en los correspondientes presupuestos para el año 2022 para financiar las obligaciones derivadas de la misma.","2021-12-30","Mérida","2022-06-20",""
